username,content,like_count,retweet_count,location,year,tweets,location_cleaned,tokens,tokens_cleaned,polarity_score
ARC_ESM,"The PSM Platform, one of the resource platforms under the ARC_ESM would like to officially welcome @LifeBankCares,@MopsonP &amp; @mPharmaHealth . We look forward to partnering with them to ensure equitable access to medicines and healthcare commodities across Nigeria. https://t.co/xmX7ZUvHST",9,3,"Abuja, Nigeria",2022,The PSM Platform one of the resource platforms under the ARCESM would like to officially welcome  amp   We look forward to partnering with them to ensure equitable access to medicines and healthcare commodities across Nigeria ,"Abuja, Nigeria","['The', 'PSM', 'Platform', 'one', 'of', 'the', 'resource', 'platforms', 'under', 'the', 'ARCESM', 'would', 'like', 'to', 'officially', 'welcome', 'amp', 'We', 'look', 'forward', 'to', 'partnering', 'with', 'them', 'to', 'ensure', 'equitable', 'access', 'to', 'medicines', 'and', 'healthcare', 'commodities', 'across', 'Nigeria']",PSM Platform one resource platforms ARCESM would like officially welcome amp look forward partnering ensure equitable access medicines healthcare commodities across Nigeria,0.8
jbsemu,"Healthy People, Healthy communities!
Now Kindly Seeking @Rockson2 ‘s wise counsel on how to make @tmhc_ug a mutti pharmacy. @mpharmamutti @mPharmaHealth",39,31,Uganda,2022,"Healthy People Healthy communities
Now Kindly Seeking  s wise counsel on how to make  a mutti pharmacy  ",Uganda,"['Healthy', 'People', 'Healthy', 'communities', 'Now', 'Kindly', 'Seeking', 's', 'wise', 'counsel', 'on', 'how', 'to', 'make', 'a', 'mutti', 'pharmacy']",Healthy People Healthy communities Kindly Seeking wise counsel make mutti pharmacy,0.575
heyakwasi,Hey boo @mPharmaHealth 🥺 https://t.co/ZZKEbApBNy,5,2,knowhere,2022,Hey boo   ,knowhere,"['Hey', 'boo']",Hey boo,0.0
wolfejosh,"Matter that Matters.

Lux family co @mPharmaHealth led by @Rockson2",17,3,"""""",2022,"Matter that Matters

Lux family co  led by ","""""","['Matter', 'that', 'Matters', 'Lux', 'family', 'co', 'led', 'by']",Matter Matters Lux family co led,0.0
techstripped,"In this era where almost everything is almost already online, do you really need to go for lectures?

Join us this Thursday, 27th January @ 4pm as Samuel Agbesinyale, Software Engineer at @mPharmaHealth talks to us on finding the balance between lectures and online education. https://t.co/mwM4iWmwlH",2,0,"Greater Accra, Ghana",2022,"In this era where almost everything is almost already online do you really need to go for lectures

Join us this Thursday 27th January  4pm as Samuel Agbesinyale Software Engineer at  talks to us on finding the balance between lectures and online education ","Greater Accra, Ghana","['In', 'this', 'era', 'where', 'almost', 'everything', 'is', 'almost', 'already', 'online', 'do', 'you', 'really', 'need', 'to', 'go', 'for', 'lectures', 'Join', 'us', 'this', 'Thursday', '27th', 'January', '4pm', 'as', 'Samuel', 'Agbesinyale', 'Software', 'Engineer', 'at', 'talks', 'to', 'us', 'on', 'finding', 'the', 'balance', 'between', 'lectures', 'and', 'online', 'education']",era almost everything almost already online really need go lectures Join us Thursday 27th January 4pm Samuel Agbesinyale Software Engineer talks us finding balance lectures online education,0.2
dansonkimzy,Which is the best pharm ecommerce api in Africa? @MyDawaApp @mPharmaHealth,6,2,Nairobi,2022,Which is the best pharm ecommerce api in Africa  ,Nairobi,"['Which', 'is', 'the', 'best', 'pharm', 'ecommerce', 'api', 'in', 'Africa']",best pharm ecommerce api Africa,1.0
neldom2010,"After a long weekend strategizing, an evening on the boat wasn’t a bad idea after all. Thank you Ghana.  Cheers to the amazing team @mPharmaHealth global supply chain and Human capital. 2022, #ingoodhealth #notyourusualHRbuddy https://t.co/Ga74z7kqF1",6,1,"Lagos, Nigeria",2022,After a long weekend strategizing an evening on the boat wasnt a bad idea after all Thank you Ghana  Cheers to the amazing team  global supply chain and Human capital 2022   ,"Lagos, Nigeria","['After', 'a', 'long', 'weekend', 'strategizing', 'an', 'evening', 'on', 'the', 'boat', 'wasnt', 'a', 'bad', 'idea', 'after', 'all', 'Thank', 'you', 'Ghana', 'Cheers', 'to', 'the', 'amazing', 'team', 'global', 'supply', 'chain', 'and', 'Human', 'capital', '2022']",long weekend strategizing evening boat wasnt bad idea Thank Ghana Cheers amazing team global supply chain Human capital 2022,-0.02999999999999996
dabafinance,"African pharmacies often struggle to stock life-saving medicines due to 💸 @mPharmaHealth is addressing these challenges by leveraging its network to negotiate lower prices and help pharmacies stock shelves with no payment required up front.

➡️ https://t.co/Ia2wDx4tTj",0,0,"""""",2022,"African pharmacies often struggle to stock lifesaving medicines due to   is addressing these challenges by leveraging its network to negotiate lower prices and help pharmacies stock shelves with no payment required up front

 ","""""","['African', 'pharmacies', 'often', 'struggle', 'to', 'stock', 'lifesaving', 'medicines', 'due', 'to', 'is', 'addressing', 'these', 'challenges', 'by', 'leveraging', 'its', 'network', 'to', 'negotiate', 'lower', 'prices', 'and', 'help', 'pharmacies', 'stock', 'shelves', 'with', 'no', 'payment', 'required', 'up', 'front']",African pharmacies often struggle stock lifesaving medicines due addressing challenges leveraging network negotiate lower prices help pharmacies stock shelves payment required front,-0.0625
africa_shows,"#Healthcare ⚕️
Ghanaian startup @mPharmaHealth raises $ 35 million from a group of international investors and through a loan from @Citi.

#Africa #Startup #Health #Investors https://t.co/RpKd3KWEnO",0,0,"Paris, France",2022," 
Ghanaian startup  raises  35 million from a group of international investors and through a loan from 

    ","Paris, France","['Ghanaian', 'startup', 'raises', '35', 'million', 'from', 'a', 'group', 'of', 'international', 'investors', 'and', 'through', 'a', 'loan', 'from']",Ghanaian startup raises 35 million group international investors loan,0.0
anthony_miclet,"🇬🇭 Ghana’s @mPharmaHealth raises $35m Series D !

Here are some interesting Facts:

-The company has over 200 pharmacies &amp; health shops under its umbrella 🏥

-Last year, its pharmacies served over 1.2 million patients while the company shipped over 3.8 million units of drugs 💊",1,0,"""""",2022," Ghanas  raises 35m Series D 

Here are some interesting Facts

The company has over 200 pharmacies amp health shops under its umbrella 

Last year its pharmacies served over 12 million patients while the company shipped over 38 million units of drugs ","""""","['Ghanas', 'raises', '35m', 'Series', 'D', 'Here', 'are', 'some', 'interesting', 'Facts', 'The', 'company', 'has', 'over', '200', 'pharmacies', 'amp', 'health', 'shops', 'under', 'its', 'umbrella', 'Last', 'year', 'its', 'pharmacies', 'served', 'over', '12', 'million', 'patients', 'while', 'the', 'company', 'shipped', 'over', '38', 'million', 'units', 'of', 'drugs']",Ghanas raises 35m Series interesting Facts company 200 pharmacies amp health shops umbrella Last year pharmacies served 12 million patients company shipped 38 million units drugs,0.25
AfCDigest,mPharma has raised a healthy Series D from a group of new and returning investors. @mPharmaHealth #Africa #PrivateEquity #VentureCapital https://t.co/u8wQfpD6SY,1,2,USA,2022,mPharma has raised a healthy Series D from a group of new and returning investors     ,USA,"['mPharma', 'has', 'raised', 'a', 'healthy', 'Series', 'D', 'from', 'a', 'group', 'of', 'new', 'and', 'returning', 'investors']",mPharma raised healthy Series group new returning investors,0.3181818181818182
BlacklightAfriq,#Africa health startup mPharma (@mPharmaHealth) draws Lux Capital (@Lux_Capital) into historic African investment https://t.co/cmgWf7bnnk,0,0,"Gaborone, Botswana",2022, health startup mPharma  draws Lux Capital  into historic African investment ,"Gaborone, Botswana","['health', 'startup', 'mPharma', 'draws', 'Lux', 'Capital', 'into', 'historic', 'African', 'investment']",health startup mPharma draws Lux Capital historic African investment,0.0
Selam_A_Kebede,"Favorite African startup story &lt;3 
@mPharmaHealth  @Rockson2",5,0,ኢትዮጵያ | Kenya,2022,"Favorite African startup story lt3 
  ", | Kenya,"['Favorite', 'African', 'startup', 'story', 'lt3']",Favorite African startup story lt3,0.25
firstcirclecap,"A week into the new year and it looks like #healthtech in #Africa has already hit the ground running! Last week @mPharmaHealth secured $35 million in a Series D round. We love to see it!

Read more about it @TechCrunch https://t.co/hbmwD0cHDo",2,2,"""""",2022,"A week into the new year and it looks like  in  has already hit the ground running Last week  secured 35 million in a Series D round We love to see it

Read more about it  ","""""","['A', 'week', 'into', 'the', 'new', 'year', 'and', 'it', 'looks', 'like', 'in', 'has', 'already', 'hit', 'the', 'ground', 'running', 'Last', 'week', 'secured', '35', 'million', 'in', 'a', 'Series', 'D', 'round', 'We', 'love', 'to', 'see', 'it', 'Read', 'more', 'about', 'it']",week new year looks like already hit ground running Last week secured 35 million Series round love see Read,0.10909090909090909
AfCDigest,"Check out our latest wrap of #PrivateEquity and #VentureCapital #deal and #fundraising news in #Africa last week. @mPharmaHealth, 4DX Ventures, @IFCAfrica, and others feature.
https://t.co/frfiQdlTB7 https://t.co/UF5aT1fzS2",1,3,USA,2022,"Check out our latest wrap of  and   and  news in  last week  4DX Ventures  and others feature
 ",USA,"['Check', 'out', 'our', 'latest', 'wrap', 'of', 'and', 'and', 'news', 'in', 'last', 'week', '4DX', 'Ventures', 'and', 'others', 'feature']",Check latest wrap news last week 4DX Ventures others feature,0.25
LaurenOPV,"Following 2020 co-investment by @CDCGroup_ &amp; investee @NovastarV, Ghanaian pharmacy #startup @mPharmaHealth has now raised $35 million to expand drug access in Africa.  mPharma currently serves Ghana, Nigeria, Kenya, Zambia &amp; Zimbabwe

@ImpactAlpha  https://t.co/giZ9Knjc3I #sdg3",0,2,"Washington, DC",2022,"Following 2020 coinvestment by  amp investee  Ghanaian pharmacy   has now raised 35 million to expand drug access in Africa  mPharma currently serves Ghana Nigeria Kenya Zambia amp Zimbabwe

   ","Washington, DC","['Following', '2020', 'coinvestment', 'by', 'amp', 'investee', 'Ghanaian', 'pharmacy', 'has', 'now', 'raised', '35', 'million', 'to', 'expand', 'drug', 'access', 'in', 'Africa', 'mPharma', 'currently', 'serves', 'Ghana', 'Nigeria', 'Kenya', 'Zambia', 'amp', 'Zimbabwe']",Following 2020 coinvestment amp investee Ghanaian pharmacy raised 35 million expand drug access Africa mPharma currently serves Ghana Nigeria Kenya Zambia amp Zimbabwe,0.0
HealthCareAfro,"Ghanaian healthtech startup mPharma raises US$35 million in Series D funding to expand business
https://t.co/JrCVhihm8h #startup #healthtech #innovation #health #science #technology #Covid #Vaccines #pharma #healthcare #healthregulatory #policies #healthinvestments @mPharmaHealth",0,0,"Nairobi, Kenya",2022,"Ghanaian healthtech startup mPharma raises US35 million in Series D funding to expand business
              ","Nairobi, Kenya","['Ghanaian', 'healthtech', 'startup', 'mPharma', 'raises', 'US35', 'million', 'in', 'Series', 'D', 'funding', 'to', 'expand', 'business']",Ghanaian healthtech startup mPharma raises US35 million Series funding expand business,0.0
CEOBizAfrica,Health startup mPharma secures US$35m in Series D round to expand its business https://t.co/GSuj8VnrFQ #News #Africa #DealStreetAfrica #Business #Merger #Acquisitions #Constructionandrealestate #FinancialsandEconomy @mPharmaHealth,0,1,Ruaraka,2022,Health startup mPharma secures US35m in Series D round to expand its business          ,Ruaraka,"['Health', 'startup', 'mPharma', 'secures', 'US35m', 'in', 'Series', 'D', 'round', 'to', 'expand', 'its', 'business']",Health startup mPharma secures US35m Series round expand business,-0.2
CanadaAfricaOrg,"""Transforming community pharmacies into the foundation of a modern health system in Africa,"" 
@mPharmaHealth  raises $35 million
https://t.co/ZcgAoh1oJa",1,1,Canada,2022,"Transforming community pharmacies into the foundation of a modern health system in Africa 
  raises 35 million
",Canada,"['Transforming', 'community', 'pharmacies', 'into', 'the', 'foundation', 'of', 'a', 'modern', 'health', 'system', 'in', 'Africa', 'raises', '35', 'million']",Transforming community pharmacies foundation modern health system Africa raises 35 million,0.2
TC_Insights,"After a record-breaking year of raising nearly $5 billion in VC funding, African startups have picked up steam from where they left off. 

This week, Ghanaian health startup @mPharmaHealth  secured $35 million in a Series D round led by @Citi . https://t.co/gOerh4r5yA",19,13,"""""",2022,"After a recordbreaking year of raising nearly 5 billion in VC funding African startups have picked up steam from where they left off 

This week Ghanaian health startup   secured 35 million in a Series D round led by   ","""""","['After', 'a', 'recordbreaking', 'year', 'of', 'raising', 'nearly', '5', 'billion', 'in', 'VC', 'funding', 'African', 'startups', 'have', 'picked', 'up', 'steam', 'from', 'where', 'they', 'left', 'off', 'This', 'week', 'Ghanaian', 'health', 'startup', 'secured', '35', 'million', 'in', 'a', 'Series', 'D', 'round', 'led', 'by']",recordbreaking year raising nearly 5 billion VC funding African startups picked steam left week Ghanaian health startup secured 35 million Series round led,-0.025
seyeson,In more positive news in #Ghana. Really impressed by growth and scale of @mPharmaHealth @Rockson2 this should’ve definitely got more local coverage and even government coverage-  @TheGhanaWeb @NAkufoAddo @konkrumah,15,3,"London, Cape Town ",2022,In more positive news in  Really impressed by growth and scale of   this shouldve definitely got more local coverage and even government coverage    ,"London, Cape Town ","['In', 'more', 'positive', 'news', 'in', 'Really', 'impressed', 'by', 'growth', 'and', 'scale', 'of', 'this', 'shouldve', 'definitely', 'got', 'more', 'local', 'coverage', 'and', 'even', 'government', 'coverage']",positive news Really impressed growth scale shouldve definitely got local coverage even government coverage,0.3068181818181818
NicoBry,Congrats to Ghana @mPharmaHealth which gets $35 million funding for its Mutti e-commerce platform for pharmaceuticals access. Impressive! #AfricaTech https://t.co/iicSTjAlay https://t.co/UhOFucBIdq,0,0,Paris,2022,Congrats to Ghana  which gets 35 million funding for its Mutti ecommerce platform for pharmaceuticals access Impressive   ,Paris,"['Congrats', 'to', 'Ghana', 'which', 'gets', '35', 'million', 'funding', 'for', 'its', 'Mutti', 'ecommerce', 'platform', 'for', 'pharmaceuticals', 'access', 'Impressive']",Congrats Ghana gets 35 million funding Mutti ecommerce platform pharmaceuticals access Impressive,1.0
